Script started on Thu 03 Nov 2016 06:17:46 PM CET
P8_38 pinmux file not found!
sudo: no askpass program specified, try setting SUDO_ASKPASS
Cannot write pinmux file: /sys/devices/platform/ocp/ocp*P8_38_pinmux/state
P8_37 pinmux file not found!
sudo: no askpass program specified, try setting SUDO_ASKPASS
Cannot write pinmux file: /sys/devices/platform/ocp/ocp*P8_37_pinmux/state
Pin configuration complete
(chalmersbike) ]0;debian@beaglebone: ~/chalmersbike[01;32mdebian@beaglebone[00m:[01;34m~/chalmersbike[00m$ python testing/steering_motor/SteeringMotorTestLukas.py 
Input a velocity between 0 and 10 deg/s 2
tdelta = 0.000000
Enter the desired self.angle! The test will start afterwards! -10
Time=0.000376,	 tdelta = 0.000000,	 Angular Velocity = 1.999992	
Time=0.070446,	 tdelta = -2.943243,	 Angular Velocity = 49.999799	
Time=0.080829,	 tdelta = -3.394053,	 Angular Velocity = 49.999799	
Time=0.090512,	 tdelta = -3.888648,	 Angular Velocity = 49.999799	
Time=0.097522,	 tdelta = -4.255134,	 Angular Velocity = 49.999799	
Time=0.107758,	 tdelta = -4.814594,	 Angular Velocity = 49.999799	
Time=0.116463,	 tdelta = -5.309188,	 Angular Velocity = 49.999799	
Time=0.126430,	 tdelta = -5.787567,	 Angular Velocity = 49.999799	
Time=0.134397,	 tdelta = -6.214053,	 Angular Velocity = 49.999799	
Time=0.142870,	 tdelta = -6.679458,	 Angular Velocity = 49.999799	
Time=0.152713,	 tdelta = -7.209729,	 Angular Velocity = 49.999799	
Time=0.162939,	 tdelta = -7.772431,	 Angular Velocity = 49.999799	
Time=0.172510,	 tdelta = -8.228107,	 Angular Velocity = 49.999799	
Time=0.180964,	 tdelta = -8.690269,	 Angular Velocity = 49.999799	
Time=0.191815,	 tdelta = -9.202701,	 Angular Velocity = 49.999799	
Time=0.201717,	 tdelta = -9.731350,	 Angular Velocity = 49.999799	
Time=0.212040,	 tdelta = -10.256755,	 Angular Velocity = 49.999799	
Time=0.221840,	 tdelta = -10.692971,	 Angular Velocity = 49.999799	
Time=0.230843,	 tdelta = -11.112971,	 Angular Velocity = 49.999799	
Time=0.238913,	 tdelta = -11.459998,	 Angular Velocity = 49.999799	
Time=0.246369,	 tdelta = -11.904322,	 Angular Velocity = 49.999799	
Time=0.256095,	 tdelta = -12.366484,	 Angular Velocity = 49.999799	
Time=0.266744,	 tdelta = -12.890268,	 Angular Velocity = 49.999799	
Time=0.276372,	 tdelta = -13.397836,	 Angular Velocity = 49.999799	
Time=0.285998,	 tdelta = -13.845403,	 Angular Velocity = 49.999799	
Time=0.295333,	 tdelta = -14.357835,	 Angular Velocity = 49.999799	
Time=0.304080,	 tdelta = -14.776214,	 Angular Velocity = 49.999799	
Time=0.312403,	 tdelta = -15.254592,	 Angular Velocity = 49.999799	
Time=0.321256,	 tdelta = -15.719997,	 Angular Velocity = 49.999799	
Time=0.330365,	 tdelta = -16.157835,	 Angular Velocity = 49.999799	
Time=0.340685,	 tdelta = -16.722159,	 Angular Velocity = 49.999799	
Time=0.349904,	 tdelta = -17.163240,	 Angular Velocity = 49.999799	
Time=0.359319,	 tdelta = -17.665943,	 Angular Velocity = 49.999799	
Time=0.369631,	 tdelta = -18.160538,	 Angular Velocity = 49.999799	
Time=0.379747,	 tdelta = -18.700537,	 Angular Velocity = 49.999799	
Time=0.388702,	 tdelta = -19.156213,	 Angular Velocity = 49.999799	
Time=0.397398,	 tdelta = -19.600537,	 Angular Velocity = 49.999799	
Time=0.407548,	 tdelta = -20.134051,	 Angular Velocity = 49.999799	
Time=0.417132,	 tdelta = -20.560537,	 Angular Velocity = 49.999799	
Time=0.425537,	 tdelta = -21.048645,	 Angular Velocity = 49.999799	
Time=0.435181,	 tdelta = -21.491348,	 Angular Velocity = 49.999799	
Time=0.443311,	 tdelta = -21.875672,	 Angular Velocity = 49.999799	
Time=0.450673,	 tdelta = -22.264861,	 Angular Velocity = 49.999799	
Time=0.458467,	 tdelta = -22.645942,	 Angular Velocity = 49.999799	
Time=0.467114,	 tdelta = -23.062699,	 Angular Velocity = 49.999799	
Time=0.478231,	 tdelta = -23.674050,	 Angular Velocity = 49.999799	
Time=0.487944,	 tdelta = -24.158915,	 Angular Velocity = 49.999799	
Time=0.496840,	 tdelta = -24.625942,	 Angular Velocity = 49.999799	
Time=0.505427,	 tdelta = -25.086482,	 Angular Velocity = 49.999799	
Time=0.514816,	 tdelta = -25.516212,	 Angular Velocity = 49.999799	
Time=0.523719,	 tdelta = -26.002698,	 Angular Velocity = 49.999799	
Time=0.533012,	 tdelta = -26.482698,	 Angular Velocity = 49.999799	
Time=0.542782,	 tdelta = -26.961077,	 Angular Velocity = 49.999799	
Time=0.549925,	 tdelta = -27.358374,	 Angular Velocity = 49.999799	
Time=0.559102,	 tdelta = -27.807563,	 Angular Velocity = 49.999799	
Time=0.569654,	 tdelta = -28.319995,	 Angular Velocity = 49.999799	
Time=0.579126,	 tdelta = -28.864860,	 Angular Velocity = 49.999799	
Time=0.588928,	 tdelta = -29.307563,	 Angular Velocity = 49.999799	
Time=0.597846,	 tdelta = -29.729184,	 Angular Velocity = 49.999799	
Time=0.605197,	 tdelta = -30.090806,	 Angular Velocity = 49.999799	
Time=0.613453,	 tdelta = -30.549725,	 Angular Velocity = 49.999799	
Time=0.621695,	 tdelta = -30.951887,	 Angular Velocity = 49.999799	
Time=0.629456,	 tdelta = -31.415670,	 Angular Velocity = 49.999799	
Time=0.638344,	 tdelta = -31.843778,	 Angular Velocity = 49.999799	
Time=0.647318,	 tdelta = -32.281616,	 Angular Velocity = 49.999799	
Time=0.657105,	 tdelta = -32.738913,	 Angular Velocity = 49.999799	
Time=0.666517,	 tdelta = -33.215670,	 Angular Velocity = 49.999799	
Time=0.675077,	 tdelta = -33.679454,	 Angular Velocity = 49.999799	
Time=0.684405,	 tdelta = -34.130265,	 Angular Velocity = 49.999799	
Time=0.693740,	 tdelta = -34.624859,	 Angular Velocity = 49.999799	
Time=0.701534,	 tdelta = -35.087021,	 Angular Velocity = 49.999799	
Time=0.709796,	 tdelta = -35.513508,	 Angular Velocity = 49.999799	
Time=0.721695,	 tdelta = -36.022697,	 Angular Velocity = 49.999799	
Time=0.729430,	 tdelta = -36.455670,	 Angular Velocity = 49.999799	
Time=0.738189,	 tdelta = -36.887021,	 Angular Velocity = 49.999799	
Time=0.747437,	 tdelta = -37.392967,	 Angular Velocity = 49.999799	
Time=0.754226,	 tdelta = -37.739994,	 Angular Velocity = 49.999799	
Time=0.764043,	 tdelta = -38.223237,	 Angular Velocity = 49.999799	
Time=0.774021,	 tdelta = -38.738912,	 Angular Velocity = 49.999799	
Time=0.784845,	 tdelta = -39.244858,	 Angular Velocity = 49.999799	
Time=0.795246,	 tdelta = -39.760534,	 Angular Velocity = 49.999799	
Time=0.803455,	 tdelta = -40.214588,	 Angular Velocity = 49.999799	
Time=0.811763,	 tdelta = -40.623236,	 Angular Velocity = 49.999799	
Time=0.821722,	 tdelta = -41.130804,	 Angular Velocity = 49.999799	
Time=0.830507,	 tdelta = -41.581615,	 Angular Velocity = 49.999799	
Time=0.839091,	 tdelta = -42.027561,	 Angular Velocity = 49.999799	
Time=0.848679,	 tdelta = -42.496209,	 Angular Velocity = 49.999799	
Time=0.855748,	 tdelta = -42.891885,	 Angular Velocity = 49.999799	
Time=0.866846,	 tdelta = -43.439993,	 Angular Velocity = 49.999799	
Time=0.876878,	 tdelta = -43.970263,	 Angular Velocity = 49.999799	
Time=0.887440,	 tdelta = -44.524857,	 Angular Velocity = 49.999799	
Time=0.896023,	 tdelta = -44.970803,	 Angular Velocity = 49.999799	
Time=0.905785,	 tdelta = -45.405398,	 Angular Velocity = 49.999799	
Time=0.913247,	 tdelta = -45.778371,	 Angular Velocity = 49.999799	
Time=0.921773,	 tdelta = -46.208100,	 Angular Velocity = 49.999799	
Time=0.931996,	 tdelta = -46.752965,	 Angular Velocity = 49.999799	
Time=0.941403,	 tdelta = -47.299452,	 Angular Velocity = 49.999799	
Time=0.952628,	 tdelta = -47.816749,	 Angular Velocity = 49.999799	
Time=0.960512,	 tdelta = -48.222154,	 Angular Velocity = 49.999799	
Time=0.969732,	 tdelta = -48.676208,	 Angular Velocity = 49.999799	
Time=0.980928,	 tdelta = -49.216208,	 Angular Velocity = 49.999799	
Time=0.989736,	 tdelta = -49.707559,	 Angular Velocity = 49.999799	
Time=0.998975,	 tdelta = -50.189181,	 Angular Velocity = 49.999799	
Time=1.008529,	 tdelta = -50.664316,	 Angular Velocity = 49.999799	
Time=1.016919,	 tdelta = -51.050262,	 Angular Velocity = 49.999799	
Time=1.026282,	 tdelta = -51.616208,	 Angular Velocity = 49.999799	
Time=1.036052,	 tdelta = -52.045937,	 Angular Velocity = 49.999799	
Time=1.046532,	 tdelta = -52.597289,	 Angular Velocity = 49.999799	
Time=1.055995,	 tdelta = -53.085397,	 Angular Velocity = 49.999799	
Time=1.064770,	 tdelta = -53.492424,	 Angular Velocity = 49.999799	
Time=1.073873,	 tdelta = -54.011342,	 Angular Velocity = 49.999799	
Time=1.083595,	 tdelta = -54.494586,	 Angular Velocity = 49.999799	
Time=1.093245,	 tdelta = -54.977829,	 Angular Velocity = 49.999799	
Time=1.102687,	 tdelta = -55.461072,	 Angular Velocity = 49.999799	
Time=1.111673,	 tdelta = -55.898910,	 Angular Velocity = 49.999799	
Time=1.121228,	 tdelta = -56.390261,	 Angular Velocity = 49.999799	
Time=1.130717,	 tdelta = -56.897828,	 Angular Velocity = 49.999799	
Time=1.139576,	 tdelta = -57.321072,	 Angular Velocity = 49.999799	
Time=1.146074,	 tdelta = -57.617828,	 Angular Velocity = 49.999799	
Time=1.157701,	 tdelta = -58.222693,	 Angular Velocity = 49.999799	
Time=1.163074,	 tdelta = -58.577828,	 Angular Velocity = 49.999799	
Time=1.173323,	 tdelta = -59.041612,	 Angular Velocity = 49.999799	
Time=1.182333,	 tdelta = -59.503774,	 Angular Velocity = 49.999799	
Time=1.191415,	 tdelta = -59.969179,	 Angular Velocity = 49.999799	
Time=1.200431,	 tdelta = -60.421612,	 Angular Velocity = 49.999799	
Time=1.210205,	 tdelta = -60.908098,	 Angular Velocity = 49.999799	
Time=1.218591,	 tdelta = -61.308638,	 Angular Velocity = 49.999799	
Time=1.228483,	 tdelta = -61.830801,	 Angular Velocity = 49.999799	
Time=1.237433,	 tdelta = -62.283233,	 Angular Velocity = 49.999799	
Time=1.245832,	 tdelta = -62.737287,	 Angular Velocity = 49.999799	
Time=1.255420,	 tdelta = -63.223773,	 Angular Velocity = 49.999799	
Time=1.265409,	 tdelta = -63.750800,	 Angular Velocity = 49.999799	
Time=1.274886,	 tdelta = -64.261611,	 Angular Velocity = 49.999799	
Time=1.284841,	 tdelta = -64.731881,	 Angular Velocity = 49.999799	
Time=1.294136,	 tdelta = -65.208638,	 Angular Velocity = 49.999799	
Time=1.303256,	 tdelta = -65.669178,	 Angular Velocity = 49.999799	
Time=1.312678,	 tdelta = -66.111881,	 Angular Velocity = 49.999799	
Time=1.320887,	 tdelta = -66.510800,	 Angular Velocity = 49.999799	
Time=1.330816,	 tdelta = -67.068638,	 Angular Velocity = 49.999799	
Time=1.340029,	 tdelta = -67.551881,	 Angular Velocity = 49.999799	
Time=1.349760,	 tdelta = -68.002691,	 Angular Velocity = 49.999799	
Time=1.358776,	 tdelta = -68.523232,	 Angular Velocity = 49.999799	
Time=1.366744,	 tdelta = -68.862151,	 Angular Velocity = 49.999799	
Time=1.378225,	 tdelta = -69.436205,	 Angular Velocity = 49.999799	
Time=1.387166,	 tdelta = -69.947015,	 Angular Velocity = 49.999799	
Time=1.396587,	 tdelta = -70.430259,	 Angular Velocity = 49.999799	
Time=1.405606,	 tdelta = -70.895664,	 Angular Velocity = 49.999799	
Time=1.415029,	 tdelta = -71.341610,	 Angular Velocity = 49.999799	
Time=1.423258,	 tdelta = -71.782691,	 Angular Velocity = 49.999799	
Time=1.432866,	 tdelta = -72.269177,	 Angular Velocity = 49.999799	
Time=1.442667,	 tdelta = -72.749177,	 Angular Velocity = 49.999799	
Time=1.451963,	 tdelta = -73.294042,	 Angular Velocity = 49.999799	
Time=1.462230,	 tdelta = -73.718907,	 Angular Velocity = 49.999799	
Time=1.469324,	 tdelta = -74.091880,	 Angular Velocity = 49.999799	
Time=1.479323,	 tdelta = -74.644852,	 Angular Velocity = 49.999799	
Time=1.487728,	 tdelta = -75.055123,	 Angular Velocity = 49.999799	
Time=1.497895,	 tdelta = -75.561069,	 Angular Velocity = 49.999799	
Time=1.507161,	 tdelta = -76.028095,	 Angular Velocity = 49.999799	
Time=1.517314,	 tdelta = -76.532420,	 Angular Velocity = 49.999799	
Time=1.527065,	 tdelta = -77.030257,	 Angular Velocity = 49.999799	
Time=1.536094,	 tdelta = -77.503771,	 Angular Velocity = 49.999799	
Time=1.545175,	 tdelta = -77.990257,	 Angular Velocity = 49.999799	
Time=1.555030,	 tdelta = -78.442690,	 Angular Velocity = 49.999799	
Time=1.563758,	 tdelta = -78.937284,	 Angular Velocity = 49.999799	
Time=1.572760,	 tdelta = -79.409176,	 Angular Velocity = 49.999799	
Time=1.583851,	 tdelta = -79.934581,	 Angular Velocity = 49.999799	
Time=1.593096,	 tdelta = -80.399987,	 Angular Velocity = 49.999799	
Time=1.601532,	 tdelta = -80.828095,	 Angular Velocity = 49.999799	
Time=1.609887,	 tdelta = -81.303230,	 Angular Velocity = 49.999799	
Time=1.619753,	 tdelta = -81.755662,	 Angular Velocity = 49.999799	
Time=1.628352,	 tdelta = -82.182149,	 Angular Velocity = 49.999799	
Time=1.637453,	 tdelta = -82.675121,	 Angular Velocity = 49.999799	
Time=1.647474,	 tdelta = -83.211878,	 Angular Velocity = 49.999799	
Time=1.657632,	 tdelta = -83.670797,	 Angular Velocity = 49.999799	
Time=1.665757,	 tdelta = -84.158905,	 Angular Velocity = 49.999799	
Time=1.673969,	 tdelta = -84.523770,	 Angular Velocity = 49.999799	
Time=1.685570,	 tdelta = -85.109175,	 Angular Velocity = 49.999799	
Time=1.695090,	 tdelta = -85.584310,	 Angular Velocity = 49.999799	
Time=1.703626,	 tdelta = -86.059445,	 Angular Velocity = 49.999799	
Time=1.713954,	 tdelta = -86.563769,	 Angular Velocity = 49.999799	
Time=1.722945,	 tdelta = -87.077823,	 Angular Velocity = 49.999799	
Time=1.731866,	 tdelta = -87.518904,	 Angular Velocity = 49.999799	
Time=1.741721,	 tdelta = -88.000526,	 Angular Velocity = 49.999799	
Time=1.751016,	 tdelta = -88.496742,	 Angular Velocity = 49.999799	
Time=1.760144,	 tdelta = -88.971877,	 Angular Velocity = 49.999799	
Time=1.769882,	 tdelta = -89.482688,	 Angular Velocity = 49.999799	
Time=1.777440,	 tdelta = -89.917282,	 Angular Velocity = 49.999799	
Time=1.789024,	 tdelta = -90.392417,	 Angular Velocity = 49.999799	
Time=1.797904,	 tdelta = -90.874039,	 Angular Velocity = 49.999799	
Time=1.807343,	 tdelta = -91.357282,	 Angular Velocity = 49.999799	
Time=1.818397,	 tdelta = -91.952417,	 Angular Velocity = 49.999799	
Time=1.827839,	 tdelta = -92.404850,	 Angular Velocity = 49.999799	
Time=1.834183,	 tdelta = -92.790795,	 Angular Velocity = 49.999799	
Time=1.843819,	 tdelta = -93.228633,	 Angular Velocity = 49.999799	
Time=1.852565,	 tdelta = -93.702147,	 Angular Velocity = 49.999799	
Time=1.863279,	 tdelta = -94.222687,	 Angular Velocity = 49.999799	
Time=1.872677,	 tdelta = -94.749714,	 Angular Velocity = 49.999799	
Time=1.885274,	 tdelta = -95.304309,	 Angular Velocity = 49.999799	
Time=1.894983,	 tdelta = -95.858903,	 Angular Velocity = 49.999799	
Time=1.904443,	 tdelta = -96.338903,	 Angular Velocity = 49.999799	
Time=1.915255,	 tdelta = -96.841606,	 Angular Velocity = 49.999799	
Time=1.924795,	 tdelta = -97.363768,	 Angular Velocity = 49.999799	
Time=1.933137,	 tdelta = -97.756200,	 Angular Velocity = 49.999799	
Time=1.942124,	 tdelta = -98.211876,	 Angular Velocity = 49.999799	
Time=1.951792,	 tdelta = -98.719443,	 Angular Velocity = 49.999799	
Time=1.962729,	 tdelta = -99.267551,	 Angular Velocity = 49.999799	
Time=1.971989,	 tdelta = -99.737821,	 Angular Velocity = 49.999799	
Time=1.979891,	 tdelta = -100.128632,	 Angular Velocity = 49.999799	
(chalmersbike) ]0;debian@beaglebone: ~/chalmersbike[01;32mdebian@beaglebone[00m:[01;34m~/chalmersbike[00m$ ^C
(chalmersbike) ]0;debian@beaglebone: ~/chalmersbike[01;32mdebian@beaglebone[00m:[01;34m~/chalmersbike[00m$ ^C
(chalmersbike) ]0;debian@beaglebone: ~/chalmersbike[01;32mdebian@beaglebone[00m:[01;34m~/chalmersbike[00m$ ^C
(chalmersbike) ]0;debian@beaglebone: ~/chalmersbike[01;32mdebian@beaglebone[00m:[01;34m~/chalmersbike[00m$ python testing/steering_motor/SteeringMotorTestLukas.py 
Input a velocity between 0 and 10 deg/s 200
tdelta = 0.000000
Enter the desired self.angle! The test will start afterwards! -100
Time=0.000383,	 tdelta = 1.107567,	 Angular Velocity = 199.999197	
Time=0.007028,	 tdelta = 1.086486,	 Angular Velocity = 199.999197	
Time=0.015726,	 tdelta = 0.385946,	 Angular Velocity = 199.999197	
Time=0.025178,	 tdelta = -1.133513,	 Angular Velocity = 199.999197	
Time=0.033674,	 tdelta = -2.375675,	 Angular Velocity = 199.999197	
Time=0.040167,	 tdelta = -3.577297,	 Angular Velocity = 199.999197	
Time=0.045324,	 tdelta = -4.538918,	 Angular Velocity = 199.999197	
Time=0.050935,	 tdelta = -5.651350,	 Angular Velocity = 199.999197	
Time=0.059034,	 tdelta = -7.341080,	 Angular Velocity = 199.999197	
Time=0.066967,	 tdelta = -9.230269,	 Angular Velocity = 199.999197	
Time=0.076397,	 tdelta = -10.752971,	 Angular Velocity = 199.999197	
Time=0.084835,	 tdelta = -12.632430,	 Angular Velocity = 199.999197	
Time=0.092661,	 tdelta = -13.939457,	 Angular Velocity = 199.999197	
Time=0.101008,	 tdelta = -15.698916,	 Angular Velocity = 199.999197	
Time=0.110961,	 tdelta = -17.738916,	 Angular Velocity = 199.999197	
Time=0.118763,	 tdelta = -19.459456,	 Angular Velocity = 199.999197	
Time=0.127874,	 tdelta = -21.183240,	 Angular Velocity = 199.999197	
Time=0.135596,	 tdelta = -22.670267,	 Angular Velocity = 199.999197	
Time=0.144952,	 tdelta = -24.557834,	 Angular Velocity = 199.999197	
Time=0.153731,	 tdelta = -26.544320,	 Angular Velocity = 199.999197	
Time=0.163962,	 tdelta = -28.452968,	 Angular Velocity = 199.999197	
Time=0.172568,	 tdelta = -30.353508,	 Angular Velocity = 199.999197	
Time=0.182449,	 tdelta = -32.294589,	 Angular Velocity = 199.999197	
Time=0.191758,	 tdelta = -34.125400,	 Angular Velocity = 199.999197	
Time=0.200603,	 tdelta = -35.948102,	 Angular Velocity = 199.999197	
Time=0.210934,	 tdelta = -38.090264,	 Angular Velocity = 199.999197	
Time=0.218682,	 tdelta = -39.713507,	 Angular Velocity = 199.999197	
Time=0.226077,	 tdelta = -41.219993,	 Angular Velocity = 199.999197	
Time=0.234995,	 tdelta = -42.891885,	 Angular Velocity = 199.999197	
Time=0.243814,	 tdelta = -44.693506,	 Angular Velocity = 199.999197	
Time=0.250859,	 tdelta = -46.143236,	 Angular Velocity = 199.999197	
Time=0.258634,	 tdelta = -47.589722,	 Angular Velocity = 199.999197	
Time=0.265347,	 tdelta = -49.062154,	 Angular Velocity = 199.999197	
Time=0.274595,	 tdelta = -50.845938,	 Angular Velocity = 199.999197	
Time=0.282763,	 tdelta = -52.493505,	 Angular Velocity = 199.999197	
Time=0.292023,	 tdelta = -54.259450,	 Angular Velocity = 199.999197	
Time=0.300385,	 tdelta = -55.842153,	 Angular Velocity = 199.999197	
Time=0.310575,	 tdelta = -57.896747,	 Angular Velocity = 199.999197	
Time=0.319059,	 tdelta = -59.649720,	 Angular Velocity = 199.999197	
Time=0.327945,	 tdelta = -61.332963,	 Angular Velocity = 199.999197	
Time=0.336384,	 tdelta = -63.053503,	 Angular Velocity = 199.999197	
Time=0.345595,	 tdelta = -64.994584,	 Angular Velocity = 199.999197	
Time=0.353114,	 tdelta = -66.514043,	 Angular Velocity = 199.999197	
Time=0.360809,	 tdelta = -68.156745,	 Angular Velocity = 199.999197	
Time=0.370210,	 tdelta = -69.859448,	 Angular Velocity = 199.999197	
Time=0.379489,	 tdelta = -71.680529,	 Angular Velocity = 199.999197	
Time=0.389668,	 tdelta = -73.775663,	 Angular Velocity = 199.999197	
Time=0.398369,	 tdelta = -75.523771,	 Angular Velocity = 199.999197	
Time=0.409146,	 tdelta = -77.576744,	 Angular Velocity = 199.999197	
Time=0.419056,	 tdelta = -79.735122,	 Angular Velocity = 199.999197	
Time=0.428082,	 tdelta = -81.478365,	 Angular Velocity = 199.999197	
Time=0.436853,	 tdelta = -83.567013,	 Angular Velocity = 199.999197	
Time=0.444237,	 tdelta = -84.830256,	 Angular Velocity = 199.999197	
Time=0.454974,	 tdelta = -86.891337,	 Angular Velocity = 199.999197	
Time=0.462954,	 tdelta = -88.827553,	 Angular Velocity = 199.999197	
Time=0.474726,	 tdelta = -91.075120,	 Angular Velocity = 199.999197	
Time=0.486361,	 tdelta = -93.363228,	 Angular Velocity = 199.999197	
Time=0.495563,	 tdelta = -95.302687,	 Angular Velocity = 199.999197	
Time=0.504580,	 tdelta = -97.091335,	 Angular Velocity = 199.999197	
Time=0.514189,	 tdelta = -99.108632,	 Angular Velocity = 199.999197	
Time=0.522963,	 tdelta = -100.804848,	 Angular Velocity = 199.999197	
(chalmersbike) ]0;debian@beaglebone: ~/chalmersbike[01;32mdebian@beaglebone[00m:[01;34m~/chalmersbike[00m$ ^C
(chalmersbike) ]0;debian@beaglebone: ~/chalmersbike[01;32mdebian@beaglebone[00m:[01;34m~/chalmersbike[00m$ python testing/steering_motor/SteeringMotorTestLukas.py 
Input a velocity between 0 and 10 deg/s 200
tdelta = 0.000000
Enter the desired self.angle! The test will start afterwards! -100  20
Time=0.000376,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.008225,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.016874,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.026974,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.035774,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.046532,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.056653,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.063861,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.073480,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.081745,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.087680,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.099324,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.109523,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.118271,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.127754,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.137350,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.146538,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.155829,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.163674,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.173182,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.181873,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.190646,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.201107,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.211097,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.221520,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.229789,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.239317,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.251078,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.259167,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.269548,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.277929,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.288342,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.296864,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.305340,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.315480,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.326553,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.337658,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.346681,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.356606,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.365139,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.374306,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.385513,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.392407,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.404809,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.411219,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.421837,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.432154,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.439037,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.450011,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.458842,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.466990,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.478424,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.487548,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.495667,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.508590,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.517298,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.525934,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.536515,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.543226,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.552961,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.562152,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.572106,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.583491,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.593272,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.600512,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.609483,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.618826,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.626443,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.635550,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.645826,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.654349,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.663047,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.673429,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.683042,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.692802,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
